glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
type 2-(Galβ-4GlcNAc) analog	unaltered level	anti-i						diagnostic				Humans	Embryonic Stem Cells	Cells, Cultured	31308253	Microarray analyses with a panel of sequence-defined glycans corroborate that FC10.2, TRA-1-60, TRA-1-81 recognize the type 1-(Galβ-3GlcNAc)-terminating backbone sequence.
mono-sulfated type 2 chain with 6-sulfation at the penultimate N-acetylglucosamine	unaltered level	R-10G			keratanases			diagnostic				Humans	Embryonic Stem Cells	Cells, Cultured	31308253	By Beam Search approach, starting with an antigen-positive keratan sulfate polysaccharide, followed by targeted iterative microarray analyses of glycan populations released with keratanases and mass spectrometric monitoring, R-10G is assigned as a mono-sulfated type 2 chain with 6-sulfation at the penultimate N-acetylglucosamine.
O-glycosylation	increased level	apolipoprotein E	APOE	Apolipoprotein E|Apolipoproteins E				diagnostic|prognostic	Alzheimer's disease	Alzheimer Disease		Humans	plasma and cerebrospinal fluid	Humans	37072097	These results suggest that plasma apoE glycosylation levels could be a marker of brain amyloidosis, and that apoE glycosylation may play a role in the pathophysiology of AD.
Wisteria floribunda agglutinin positive Mac-2 binding protein (WFA<sup>+</sup>-M2BP)	increased level	Mac-2 Binding Protein Glycosylation Isomer (M2BPGi)		Membrane Glycoproteins|Plant Lectins				diagnostic|monitoring	chronic heart failure	Heart Failure		Humans	serum		29098408	Our results suggest that serum WFA<sup>+</sup>-M2BP may be a novel biomarker of chronic HF.
terminal galactosylated N-glycans	decreased level	serum IgG		Immunoglobulin G				diagnostic	ovarian cancer	Ovarian Neoplasms		Humans	serum		23855414	Decrease in terminal galactosylated N-glycans of serum IgG has been found in various malignancies compared to healthy controls.
G0	increased level	Avastin|Rituxan|Remicade|Herceptin		Antibodies, Monoclonal	beta1,4-galactosyltransferase		Glycosyltransferases	diagnostic|response			immunotherapeutic methods	Humans	Cell Line, Tumor	Cell Line, Tumor	19425533	Our results demonstrate that the linking of cargo molecules to mAbs via glycans could prove to be an invaluable tool for potential drug targeting by immunotherapeutic methods.
α-2,3-terminal sialic acid	increased level	Prostate-Specific Antigen	PSA	Prostate-Specific Antigen				diagnostic|monitoring	Prostate cancer	Prostatic Neoplasms		Humans	serum	Humans	27506346	Thus, combined analysis of serological PSA levels together with PSA glycoprofiling of aberrant glycosylation of PSA (i.e. increase in the level of α-2,3-terminal sialic acid) has a potential to improve detection of PCa.
3-deoxyglucosone	increased level							diagnostic|monitoring	diabetic microangiopathy	Diabetic Angiopathies		Humans	serum		12766129	The present results show that the fasting serum 3-DG level is elevated in diabetic patients and that the patients with relatively higher 3-DG levels were prone to suffer from more severe complications, indicating a possible association of 3-DG with diabetic microangiopathy.
O-glycosylation	altered level	MUC1	MUC1	Mucin-1				diagnostic|monitoring	human diseases			Humans	mucins	Mucins	11445551	In a number of human diseases aberrant O-glycosylation is associated with variations in the properties of the cell surface-associated and secreted mucins.
advanced glycation endproducts (AGEs)-Nε-carboxymethyl-lysine (CML)	increased level	plasma proteins		Blood Proteins				diagnostic|monitoring	Autism Spectrum Disorder	Autistic Disorder		Humans	blood	Blood Proteins	38135754	We conclude that ASD diagnosis may be supported using an algorithm with features of plasma protein CML, CMA, 3DG-H and DT in 5-12 years-old children.
Nω-carboxymethylarginine (CMA)	increased level	plasma proteins		Blood Proteins				diagnostic|monitoring	Autism Spectrum Disorder	Autistic Disorder		Humans	blood	Blood Proteins	38135754	We conclude that ASD diagnosis may be supported using an algorithm with features of plasma protein CML, CMA, 3DG-H and DT in 5-12 years-old children.
3-deoxyglucosone-derived hydroimidazolone (3DG-H)	increased level	plasma proteins		Blood Proteins				diagnostic|monitoring	Autism Spectrum Disorder	Autistic Disorder		Humans	blood	Blood Proteins	38135754	We conclude that ASD diagnosis may be supported using an algorithm with features of plasma protein CML, CMA, 3DG-H and DT in 5-12 years-old children.
o,o'-dityrosine (DT)	increased level	plasma proteins		Blood Proteins				diagnostic|monitoring	Autism Spectrum Disorder	Autistic Disorder		Humans	blood	Blood Proteins	38135754	We conclude that ASD diagnosis may be supported using an algorithm with features of plasma protein CML, CMA, 3DG-H and DT in 5-12 years-old children.
	unaltered level	Glycoproteins		AC133 Antigen|Antibodies, Monoclonal|Antigens, CD|Biomarkers, Tumor|Epitopes|Peptides				diagnostic	Brain Neoplasms|Colonic Neoplasms	Brain Neoplasms|Colonic Neoplasms		Humans|Mice	Neoplastic Stem Cells		18685595	Capturing cancer stem cells.
N-glycosylation	altered level	Prostate-Specific Antigen	PSA	Prostate-Specific Antigen				diagnostic	prostate cancer	Prostatic Neoplasms		Humans	urinary extracellular vesicles	Extracellular Vesicles	28360190	The urinary vesicle-associated PSA extraction ratio was associated with changes in N-glycoforms and showed diagnostic potential.
N-glycosylation	unaltered level	BST2	CD317	Antigens, CD				diagnostic|monitoring	HIV-1	Immunodeficiency Virus, Feline		Cats	Cell Line	Cell Line	26379128	The N-glycosylation state and the cell surface level of the N-terminally modified variants were unlike those of the wild-type protein.
glycosylation	altered level	Glycoproteins		Glycoproteins				diagnostic|monitoring							19278867	This method is useful for quantitative analyses in biochemical studies of glycoproteins, where changes in glycosylation composition can be linked to functional differences.
glucose monomycolate	increased level	CD1		Antigens, CD1				monitoring	mycobacterial infection	Humans		Humans	skin	Cells, Cultured	16198315	Accordingly, GMM production serves as a good indicator for local invasion of mycobacteria, and its detection by the host immune system would favor efficient monitoring of mycobacterial infection.
N-linked glycosylation pattern	altered level	GCDFP-15/PIP	PIP	PIP protein, human				diagnostic|prognostic	Breast Neoplasms	Breast Neoplasms		human	breast tumor	Breast Neoplasms	12755619	A different N-linked glycosylation pattern was observed in pathological GCDFP-15/PIP as compared with physiological gp17/SABP protein by coupling enzymatic digestion and ProteinChip technology.
N-glycosylation	altered level	beta-trace protein		Biomarkers|Lipocalins|Protein Isoforms				diagnostic	carbohydrate-deficient glycoprotein syndromes	Congenital Disorders of Glycosylation		Humans	cerebrospinal fluid	Brain Diseases	10524229	This is the first report presenting evidence for an N-glycosylation defect restricted to the brain.
Sialyl-Lewis X	increased level	MUC1	MUC1	MUC1 protein|Mucin-1|Mucins				diagnostic|predictive|prognostic	Implantation	Humans		Human	endometrial epithelial	Epithelial Cells	33596915	This study demonstrates that MUC1 contributes to cellular adhesive properties which may function to facilitate trophoblast binding to the endometrial cell surface through the L-selectin/sialyl-Lewis x adhesion system subsequent to implantation.
Glycosylation	unaltered level	human IgG		Immunoglobulin G								Humans			2148808	Glycosylation of the CH2 domain is also essential, although the carbohydrate is not accessible for direct interaction with ligands.
N- and O-linked glycosylation	increased level	M1/69-J11d Ag	Cd24a	CD24 Antigen	Mannosyl-Glycoprotein Endo-beta-N-Acetylglucosaminidase		Mannosyl-Glycoprotein Endo-beta-N-Acetylglucosaminidase	diagnostic				Chlorocebus aethiops|Mice	hemopoietic progenitor cell line	Hematopoietic Stem Cells	2118158	These carbohydrates are likely to execute the functions of M1/69-J11d Ag, which could be specialized to each cell type as a consequence of differential glycosylation.
Lymphocyte Function-Associated Antigen-1	unaltered level	LFA-1	CD11a	Lymphocyte Function-Associated Antigen-1|Membrane Glycoproteins				diagnostic	bladder carcinoma			Humans	lymphoid and myeloid cells	Humans	2537322	The mRNA of 5.5 kb is expressed in lymphoid and myeloid cells but not in a bladder carcinoma cell line.
glucosepane	increased level	glycated amino acids		Biomarkers				diagnostic|monitoring	Osteoarthritis, Knee	Osteoarthritis, Knee		Guinea Pigs	serum	Biomarkers	29929535	Plasma glucosepane was increased 38% in early-stage OA (p < 0.05) and sixfold in patients with advanced OA (p < 0.001) compared with healthy controls.
galactosylation	increased level	ACPA-IgG		Anti-Citrullinated Protein Antibodies				diagnostic|monitoring	rheumatoid arthritis	Arthritis, Rheumatoid		Humans	patient sera		29615411	The pregnancy-induced increase in ACPA-IgG galactosylation, but not sialylation, associates with lower DAS28-CRP.
Advanced Glycation End Products (AGEs)	increased level	hair protein		Antigens|Biomarkers				diagnostic|monitoring	Diabetes Mellitus	Diabetes Mellitus	monitoring of diabetes	Humans	hair	Hair	17210162	Both Western blots and this technique demonstrated 3.1 fold EGAs increases in the proximal 2 cm of hair of diabetics as compared to non-diabetics.
3-O-alpha-L-fucopyranosyl-2-acetamido-2-deoxy-D-glucopyranose	acquisition of structure	alpha-fucosidase	E.C. 3.2.1.51	alpha-L-Fucosidase								Aspergillus niger			9177275	A transglycosylation reaction, carried out in an aqueous medium and catalyzed by a crude preparation of alpha-fucosidase (E.C. 3.2.1.51) from Aspergillus niger, allowed for the regiospecific synthesis of the disaccharide 3-O-alpha-L-fucopyranosyl-2-acetamido-2-deoxy-D-glucopyranose using p-nitrophenyl-alpha-L-fucopyranose as the donor and 2-acetamido-2-deoxy-D-glucopyranose as the acceptor.
2-acetamido-2-deoxy-3-O-(alpha-L-fucopyranosyl)-4-O-(beta-D-galactopyranosyl)-D-glucopyranose	acquisition of structure	beta-galactosidase	E.C. 3.2.1.23												9177275	Further transglycosylation using a beta-galactosidase (E.C. 3.2.1.23) yielded the branched oligosaccharide 2-acetamido-2-deoxy-3-O-(alpha-L-fucopyranosyl)-4-O-(beta-D-galactopyranosyl)-D-glucopyranose, i.e., the Lewis(x) antigen.
nebulin fragment	decreased level	zinc alpha-2 glycoprotein		Glycoproteins				diagnostic|monitoring	endometrial cancer	Endometrial Neoplasms		Humans	urine	Urine	22949810	In addition, the urine of the ECa patients was also found to contain relatively lower levels of a fragment of nebulin when the 2-DE separated urinary proteins were probed using champedak galactose binding (CGB) lectin.
glycan	unaltered level							diagnostic|monitoring|predictive|prognostic|response|risk|safety	cancer	cancer		Extracellular vesicles	extracellular vesicles	Extracellular Vesicles	37038008	Therefore, they have potential versatile clinical applications as disease biomarkers and drug delivery carriers.
α-1 acid glycoprotein	increased level	α-1 acid glycoprotein		Orosomucoid				monitoring	lymphoma	Lymphoma	antineoplastic treatment	cats	serum	Cats	26512544	Serum AGP and SAA concentrations in cats with lymphoma were higher at diagnosis than after antineoplastic treatment.
serum amyloid A	increased level	serum amyloid A		Serum Amyloid A Protein				monitoring	lymphoma	Lymphoma	antineoplastic treatment	cats	serum	Cats	26512544	Serum AGP and SAA concentrations in cats with lymphoma were higher at diagnosis than after antineoplastic treatment.
GalNAc	unaltered level	Mucin-1	MUC1	Mucin-1								Humans			11467546	Examples include the first-time determination of the positions of six GalNAc groups in a 60-residue peptide.
sialic acid	unaltered level	Mucin-1	MUC1	Mucin-1								Humans			11467546	Examples include five sialic acid and six O-linked GalNAc groups in a 25-residue peptide.
N-acetyllactosamine	unaltered level	lipopolysaccharide		O Antigens								Helicobacter pylori	lipopolysaccharide	Helicobacter pylori	9451019	The O-antigen chain from the lipopolysaccharide of Helicobacter pylori strain UA861 was determined to be composed of an elongated type 2 N -acetyllactosamine backbone.
N-glycan	decreased level	JKT.M1		Antibodies, Monoclonal|Membrane Glycoproteins				diagnostic	HIV			murine	Jurkat T cells	Cell Line	1383318	The JKT.M1 Ag shows differential expression on myelomonocytic cells; it is present on K562 and HL60 cell lines, which represent precursors of E and monocytes, respectively, but is not expressed on the surface of U937 and THP-1 cell lines, which appear to represent intermediate cell types of the monocytic cell lineage.
glycosylation site	loss of structure	envelope glycoprotein of HIV-2		CD4 Antigens|Viral Envelope Proteins				diagnostic	HIV-2	HIV-2		Humans			1989393	Loss of a single glycosylation site at amino acid 400, however, was sufficient to cause a reduction of at least 50-fold in the efficiency of receptor binding.
N-linked glycoprotein	decreased level	gp120		Glycoproteins	glucosidase I			diagnostic|monitoring|response	Acquired Immunodeficiency Syndrome	Acquired Immunodeficiency Syndrome	inhibitors of glucosidase I	Humans	in vitro	Humans	3264072	These results demonstrate that protein N-glycosylation is critical to the pathogenesis of HIV-1 at the levels of viral infectivity and cytopathicity but not at the level of virus replication or of host-cell infectibility.
N-linked glycoprotein	increased level	gp120		Glycoproteins	mannosidase I			diagnostic|monitoring|response	Acquired Immunodeficiency Syndrome	Acquired Immunodeficiency Syndrome	inhibitors of mannosidase I	Humans	in vitro	Humans	3264072	These results demonstrate that protein N-glycosylation is critical to the pathogenesis of HIV-1 at the levels of viral infectivity and cytopathicity but not at the level of virus replication or of host-cell infectibility.
N-linked glycoprotein	unaltered level	gp120		Glycoproteins	glucosidase II			diagnostic|monitoring|response	Acquired Immunodeficiency Syndrome	Acquired Immunodeficiency Syndrome	none	Humans	in vitro	Humans	3264072	These results demonstrate that protein N-glycosylation is critical to the pathogenesis of HIV-1 at the levels of viral infectivity and cytopathicity but not at the level of virus replication or of host-cell infectibility.
