glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
Neu5Acα2-3Galβ1-3GalNAc- (sialyl-3T antigen)	increased level				α2,3-sialyltransferase-I (ST3Gal-I)		beta-Galactoside alpha-2,3-Sialyltransferase	prognostic	metastatic prostate cancer	Prostatic Neoplasms		Humans	PC-3 cells	PC-3 Cells	32583304	The expression of Neu5Acα2-3Galβ1-3GalNAc- (sialyl-3T antigen) which is the product of α2,3-sialyltransferase-I (ST3Gal-I) was substantially increased.
O-linked glycans	undetermined	fetuin		alpha-Fetoproteins								Swine	porcine stomach	Swine	10806552	By the example of fetuin and a blood-group-specific mucin from porcine stomach, we showed that, under conditions of reductive degradation of glycoproteins with LiBH4-LiOH in 70% aqueous tert-butyl alcohol, the reduction and cleavage of amide bonds occur much faster than the simultaneous beta-elimination of carbohydrate chains O-linked with Ser and Thr residues of the peptide chain.
O-linked glycans	undetermined	blood-group-specific mucin		Mucins								Swine	porcine stomach	Swine	10806552	By the example of fetuin and a blood-group-specific mucin from porcine stomach, we showed that, under conditions of reductive degradation of glycoproteins with LiBH4-LiOH in 70% aqueous tert-butyl alcohol, the reduction and cleavage of amide bonds occur much faster than the simultaneous beta-elimination of carbohydrate chains O-linked with Ser and Thr residues of the peptide chain.
sialic acid-containing carbohydrates	altered level							response	cancer	Neoplasms	NK cell-based therapies	human	cancer cells	Neoplasms	24569453	Broad analysis of primary tumor samples revealed that ligands of Siglec-7 and -9 were expressed on human cancer cells of different histological types.
glycophosphatidylinositol	altered level	Thy-1		Thy-1 Antigens								Human	plasma membrane		7539435	Molecular dynamics studies suggest that, on delipidation, a conformational change occurs in the glycan chain that affects the protein in the region of the antigenic epitopes.
sLeX	acquisition of structure	CAR T cell		Receptors, Chimeric Antigen	fucosyltransferase			response	Neoplasms	Neoplasms	adoptive cell therapy	Humans	T-Lymphocytes	T-Lymphocytes	30687313	Herein, based on information garnered from studies of human leukocytes and adult stem cells, the logic underlying the use of cell surface glycoengineering to enforce E-selectin ligand expression will be conveyed in the context of how this approach offers strategies to enhance delivery of CAR T-cells to marrow and to tumor beds.
phosphatidylinositol-glycan linkage	altered level	CD16		Receptors, Fc|Receptors, IgG								human	natural killer cells|granulocytes	Killer Cells, Natural|Granulocytes	2525100	The CD16 antigen expressed on neutrophils is a 50 to 70-kDa glycoprotein attached to the plasma membrane by a phosphatidylinositol-glycan linkage that is susceptible to cleavage by phosphatidylinositol-specific phospholipase C (PIPLC).
Sialyl-Tn	acquisition of structure	MUC1-related recombinant protein		sialosyl-Tn antigen	ST6GalNAc I		CMP-N-acetylneuraminate-alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase	prognostic	breast cancer	Breast Neoplasms		Humans|Mice	MDA-MB-231	Cell Line, Tumor	16135558	Sialyl-Tn is a carbohydrate antigen overexpressed in several epithelial cancers, including breast cancer, and usually associated with poor prognosis.
sialylpolylactosamine	undetermined	Thy-1		Thy-1 Antigens									thymocyte		8597261	With respect to the last, the modelling included the sialylpolylactosamine of thymocyte Thy-l and the sialyl Le(x)/Le(a) determinant present on brain Thy-l.
sialyl Le(x)/Le(a)	undetermined	Thy-1		Thy-1 Antigens									brain		8597261	With respect to the last, the modelling included the sialylpolylactosamine of thymocyte Thy-l and the sialyl Le(x)/Le(a) determinant present on brain Thy-l.
N-glycan	altered level	transferrin		Transferrin					congenital disorders of glycosylation	Congenital Disorders of Glycosylation		Humans	plasma|serum	Humans|	26132001	This unit describes three protocols that can be used to measure plasma or serum carbohydrate deficient transferrin (CDT) profile, N-glycan profile, and O-glycan profile by matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF-MS) or liquid chromatography-electrospray ionization-tandem mass spectrometry (LC-ESI-MS).
O-glycan	altered level	transferrin		Transferrin					congenital disorders of glycosylation	Congenital Disorders of Glycosylation		Humans	plasma|serum	Humans|	26132001	This unit describes three protocols that can be used to measure plasma or serum carbohydrate deficient transferrin (CDT) profile, N-glycan profile, and O-glycan profile by matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF-MS) or liquid chromatography-electrospray ionization-tandem mass spectrometry (LC-ESI-MS).
sialyl-Tn	acquisition of structure	MUC1						diagnostic	breast cancer	Breast Neoplasms		Humans	breast cancer cell lines	Cell Line, Tumor	30111774	Flow cytometry analysis showed that L2A5 specifically binds to sialylated structures on the cell surface of STn-expressing breast and bladder cancer cell lines.
sialyl-Tn	acquisition of structure	MUC1						diagnostic	bladder cancer	Urinary Bladder Neoplasms		Humans	bladder cancer cell lines	Cell Line, Tumor	30111774	Flow cytometry analysis showed that L2A5 specifically binds to sialylated structures on the cell surface of STn-expressing breast and bladder cancer cell lines.
sialyl-Tn	acquisition of structure	MUC1						diagnostic	colorectal cancer			Humans	colorectal cancer tissues		30111774	Tumour recognition was further observed using immunohistochemistry assays, which demonstrated a high sensitivity and specificity of L2A5 mAb towards cancer tissue, using bladder and colorectal cancer tissues.
sialyl-Tn	acquisition of structure	MUC1						diagnostic	triple-negative breast cancer			Humans	breast cancer tissues		30111774	Additionally, it stained 20% of cases of triple-negative breast cancers, suggesting application in diseases with unmet clinical needs.
N276-glycan	loss of structure								HIV-1	HIV-1		Humans	Cells, Cultured	Cells, Cultured	23874792	This mutation removes an N-linked glycosylation site.
glycan epitopes	altered level							diagnostic|predictive|response	SARS-CoV-2 infection	COVID-19		Humans	Respiratory Tissue and Cell Line	Humans	33435561	Our analysis revealed key immunomodulatory lectins, proteoglycans and glycan epitopes implicated in exerting both negative and positive downstream inflammatory signaling pathways, in addition to its vital role as adhesion receptors for SARS-CoV-2 pathogen.
sialylated core 1	increased level	MUC1		Mucin-1	ST3Gal I	ST3GAL1	beta-Galactoside alpha-2,3-Sialyltransferase|ST3GAL1 protein, human		breast carcinomas	Breast Neoplasms		Humans	primary breast tissue	Humans	10561455	in situ hybridization of primary breast tissue showed that a sialyltransferase (ST3Gal I), responsible for adding sialic acid to core 1 thereby terminating chain extension, is elevated in primary breast carcinomas when compared to normal or benign tissue.
heat-stable antigen	unaltered level	R13-Ag		Membrane Glycoproteins								mouse	erythrocyte	Erythrocyte Membrane	1530634	The amino acid sequence of the affinity-purified R13-Ag corresponded to that predicted from the cDNA for the murine heat-stable antigen.
glycated albumin	increased level	albumin		Serum Albumin|Glycated Serum Albumin				diagnostic	diabetes mellitus	Diabetes Mellitus		humans	serum|urine	Humans|Albuminuria	1807865	In patients with diabetes mellitus, glycated albumin ranged from 1.4-10.9% in serum and from 1.5-12.5% in urine.
sialyl-T	unaltered level	MUC1		Mucin-1				diagnostic	interstitial lung diseases	Lung Diseases, Interstitial		human	serum		27340743	We demonstrate that the macromolecular MUC1 glycopeptide displaying the essential glycopeptidic neoepitope Pro-Asp-Thr(sialyl-T)-Arg-Pro-Ala-Pro at two different tandem repeats is an excellent serum MUC1 model showing ideal stoichiometric binding with anti-KL6/MUC1 antibody in the sandwich ELISA to quantify human serum KL6/MUC1 levels as a critical biomarker of interstitial lung diseases.
salivary protein glycosylation	altered level	Salivary Proteins and Peptides		Salivary Proteins and Peptides				monitoring	diabetes	Diabetes Mellitus, Type 2	lifestyle modification or medication	Humans	saliva	Saliva	25305283	We evaluated salivary protein glycosylation levels as a novel, noninvasive, short-term glycemic index in comparison to hemoglobin A1c (HbA1c), fructosamine, 1,5-anhydroglucitol (1,5-AG), and continuous glucose monitoring (CGM).
Oligosaccharides	undetermined			Oligosaccharides					Disease Progression	Disease Progression		Mice	Spleen	Spleen	15470462	
N-linked carbohydrate	acquisition of structure								erythroleukemia			Humans	K562 cell line	Cell Line|Humans	7684413	Binding of multimeric rCD2 to six of the seven reactive cells was virtually totally inhibited by CD58 mAb pretreatment, whereas binding to the erythroleukemic line K562 was only partially blocked, suggesting the existence of another CD2 ligand.
glycan composition	altered level	glycoproteins		Glycoproteins					cancer development						17112594	It has a structural role as well as diverse functional roles in many specific biological functions, including cancer development, viral and bacterial infections, and autoimmunity.
glycan composition	altered level	glycoproteins		Glycoproteins					viral and bacterial infections						17112594	It has a structural role as well as diverse functional roles in many specific biological functions, including cancer development, viral and bacterial infections, and autoimmunity.
glycan composition	altered level	glycoproteins		Glycoproteins					autoimmunity						17112594	It has a structural role as well as diverse functional roles in many specific biological functions, including cancer development, viral and bacterial infections, and autoimmunity.
HNK-1 glycan	increased level	neural cell adhesion molecule (NCAM)|L1|AMPA receptor subunit GluA2		|Receptors, AMPA|	B3gat1		B3glct protein, mouse|galactosylgalactoylxylosylprotein 3-beta-glucuronosyltransferase		PRMT1-deficient			mice	cerebellum	Cerebellum	31884067	Among several glycans, expression of HNK-1 glycan was strikingly upregulated in the PRMT1-deficient cerebellum.
sialyl-Tn	increased level	galectin-3	LGALS3	Galectin 3|LGALS3 protein, human	ST6GalNAc-I		Sialyltransferases|CMP-N-acetylneuraminate-alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase	response	gastric cancer	Stomach Neoplasms	chemotherapy	Humans	gastric samples tumors	Stomach Neoplasms	27835877	We also found that the expression of sTn was associated with a reduction in galectin-3-binding sites in human gastric samples tumors.
trifucosylated tetra-antennary glycan	acquisition of structure	alpha-1 acid glycoprotein		Orosomucoid				diagnostic|monitoring	hepatocellular carcinoma	Carcinoma, Hepatocellular|Liver Neoplasms		Humans	serum		31399619	MALDI-MS profiling of N-glycans of AGP purified from 20 μL of patient serum in HCC (n = 72) and liver cirrhosis (n = 58) showed that a unique trifucosylated tetra-antennary glycan (m/z 3490.76) was predominantly identified in HCCs but was absent in healthy subjects and the majority of cirrhosis patients.
trifucosylated tetra-antennary glycan	acquisition of structure	alpha-1 acid glycoprotein		Orosomucoid				diagnostic	non-alcoholic steatohepatitis	Non-alcoholic Fatty Liver Disease		Humans	serum		31399619	Receiver operation characteristic (ROC) curve analysis showed that the trifucosylated N-glycan of AGP (triFc_AGP) could differentiate HCC from cirrhosis with an area under the curve (AUC) of 0.707, 0.726 and 0.751 for NASH, ALC and HCV, respectively.
trifucosylated tetra-antennary glycan	acquisition of structure	alpha-1 acid glycoprotein		Orosomucoid				diagnostic	alcoholic liver disease	Liver Diseases, Alcoholic		Humans	serum		31399619	Receiver operation characteristic (ROC) curve analysis showed that the trifucosylated N-glycan of AGP (triFc_AGP) could differentiate HCC from cirrhosis with an area under the curve (AUC) of 0.707, 0.726 and 0.751 for NASH, ALC and HCV, respectively.
trifucosylated tetra-antennary glycan	acquisition of structure	alpha-1 acid glycoprotein		Orosomucoid				diagnostic	hepatitis C virus			Humans	serum		31399619	Receiver operation characteristic (ROC) curve analysis showed that the trifucosylated N-glycan of AGP (triFc_AGP) could differentiate HCC from cirrhosis with an area under the curve (AUC) of 0.707, 0.726 and 0.751 for NASH, ALC and HCV, respectively.
